word_id,english_word,word_type,turkish_meaning,category_1,category_2,category_3,english_level,sample_sentence_en,sample_sentence_tr,is_known
6880,duplication,noun,çoğaltma,Kaggle -10000,,,B2,There is a lot of duplication of effort,Çok fazla çaba tekrarı var,0
6881,dwarf,noun,cüce,Kaggle -10000, , ,B2,Snow White and the Seven Dwarfs,Pamuk Prenses ve Yedi Cüceler,0
6882,eagle,noun,kartal,Kaggle -10000, , ,B2,She finished the day one stroke behind the leader; having shot the only eagle of the tournament so far.,Turnuvanın şu ana kadarki tek kartalını vurarak günü liderin bir vuruş gerisinde tamamladı.,0
6883,ecologist,noun,ekolojist,Kaggle -10000,,,B2,She is an ecologist who studies rainforests,Yağmur ormanlarını inceleyen bir ekolojisttir.,0
6884,electrician,noun,elektrikçi,Kaggle -10000,,,B2,We called an electrician to fix the light,Işığı tamir etmesi için bir elektrikçi çağırdık,0
6885,elegance,noun,zarafet,Kaggle -10000, , ,B2,It was her natural elegance that struck me.,Beni etkileyen şey onun doğal zarafetiydi.,0
6886,eloquence,noun,belagat,Kaggle -10000,,,B2,His eloquence was very persuasive,Onun belagati çok ikna ediciydi,0
6887,endeavor,noun,çaba,Kaggle -10000,,,B2,This is a new endeavor for us,Bu bizim için yeni bir çaba,0
6888,endurance,noun,dayanıklılık,Kaggle -10000, , ,B2,Running a marathon is a test of human endurance.,Maraton koşmak insan dayanıklılığının bir sınavıdır.,0
6889,equity,noun,öz sermaye,Kaggle -10000, , ,B2,He sold his equity in the company last year.,Geçtiğimiz yıl şirketteki hisselerini sattı.,0
6890,eruption,noun,patlama,Kaggle -10000, , ,B2,Around the year 600; the eruption of a nearby volcano buried Ceren's buildings.,600 yılı civarında yakınlardaki bir yanardağın patlaması Ceren'in yaşadığı binaları yerle bir etti.,0
6891,essayist,noun,deneme yazarı,Kaggle -10000,,,B2,He is a famous essayist,O ünlü bir deneme yazarıdır,0
6892,evacuation,noun,tahliye,Kaggle -10000,,,B2,The evacuation of the building was orderly,Binanın tahliyesi düzenli bir şekilde gerçekleştirildi,0
6893,exactness,noun,kesinlik,Kaggle -10000,,,B2,The exactness of the measurement is important,Ölçümün doğruluğu önemlidir,0
6894,exaggeration,noun,abartı,Kaggle -10000,,,B2,His story was a bit of an exaggeration,Onun hikayesi biraz abartılıydı,0
6895,examinee,noun,sınava giren kişi,Kaggle -10000,,,B2,The examinee must show their ID card,Sınava girecek adayın kimlik kartını göstermesi zorunludur.,0
6896,exclamation mark,noun,ünlem işareti,Kaggle -10000,,,B2,You should use an exclamation mark at the end of that sentence,Bu cümlenin sonunda ünlem işareti kullanmalısın,0
6897,excursion,noun,gezi,Kaggle -10000, , ,B2,This year's annual excursion will be to Lincoln.,Bu yılki yıllık gezimiz Lincoln'a olacak.,0
6898,exhaustion,noun,bitkinlik,Kaggle -10000,,,B2,She was suffering from exhaustion,Yorgunluktan muzdaripti,0
6899,explorer,noun,kaşif,Kaggle -10000, , ,B2,Magellan was a famous 16th-century explorer.,Magellan; 16. yüzyılın ünlü bir kâşifiydi.,0
6900,eyebrow,noun,kaş,Kaggle -10000, , ,B2,Do you pluck your eyebrows (= remove some of the hairs to change their shape)?,Kaşlarınızı yoluyor musunuz (= şeklini değiştirmek için bazı kılları alıyor musunuz)?,0
6901,eyelash,noun,kirpik,Kaggle -10000, , ,B2,With his long dark eyelashes; he looked almost feminine.,Uzun; koyu kirpikleriyle neredeyse kadınsı görünüyordu.,0
6902,eyelid,noun,göz kapağı,Kaggle -10000, , ,B2,His eyelids grew heavier and heavier.,Göz kapakları gittikçe ağırlaşıyordu.,0
6903,facilities,noun,tesisler,Kaggle -10000,,,B2,The hotel has excellent facilities,Otelin mükemmel olanakları var,0
6904,fascination,noun,büyülenme,Kaggle -10000,,,B2,She has a fascination with ancient history,Antik tarihe karşı bir hayranlığı var,0
6905,father-in-law,noun,kayınpeder,Kaggle -10000,,,B2,My father-in-law is a retired teacher,Kayınpederim emekli bir öğretmendir,0
6906,ferryboat,noun,feribot,Kaggle -10000,,,B2,We took a ferryboat to the island,Adaya feribotla gittik,0
6907,fiber,noun,lif,Kaggle -10000,,,B2,You should eat more fiber,Daha fazla lif yemelisiniz,0
6908,fingernail,noun,tırnak,Kaggle -10000, , ,B2,She had long red fingernails.,Uzun; kırmızı tırnakları vardı.,0
6909,fire brigade,noun,itfaiye,Kaggle -10000,,,B2,The fire brigade arrived quickly,İtfaiye hızla olay yerine geldi,0
6910,fireplace,noun,şömine,Kaggle -10000, , ,B2,She swept the ashes from the fireplace.,Şöminenin küllerini süpürdü.,0
6911,firmness,noun,sertlik,Kaggle -10000,,,B2,She spoke with firmness in her voice,Sesinde kararlılıkla konuştu,0
6912,first language,noun,ana dil,Kaggle -10000,,,B2,My first language is English,Ana dilim İngilizcedir,0
6913,first person,noun,birinci şahıs,Kaggle -10000,,,B2,The story is written in the first person,Hikaye birinci tekil şahıs ağzından yazılmıştır,0
6914,flax,noun,keten,Kaggle -10000, , ,B2,It was made from a plant called flax.,Keten adı verilen bir bitkiden yapılıyordu.,0
6915,fluency,noun,akıcılık,Kaggle -10000, , ,B2,One of the requirements of the job is fluency in two or more African languages.,İşin gerekliliklerinden biri de iki veya daha fazla Afrika dilini akıcı bir şekilde konuşabilmek.,0
6916,follower,noun,takipçi,Kaggle -10000, , ,B2,They are keen followers of their local team.,Yerel takımlarını sıkı bir şekilde takip ediyorlar.,0
6917,folly,noun,aptallık,Kaggle -10000, , ,B2,She said that the idea was folly.,Bu fikrin çılgınlık olduğunu söyledi.,0
6918,footnote,noun,dipnot,Kaggle -10000,,,B2,There is a footnote at the bottom of the page,Sayfanın alt kısmında bir dipnot var,0
6919,foreman,noun,ustabaşı,Kaggle -10000, , ,B2,After four years on the job; he was promoted to foreman.,Dört yıl çalıştıktan sonra ustabaşılığa terfi etti.,0
6920,forestry,noun,ormancılık,Kaggle -10000,,,B2,He works in the forestry industry,Ormancılık sektöründe çalışıyor,0
6921,fox,noun,tilki,Kaggle -10000, , ,B2,This puzzle has well and truly foxed me!,Bu bulmaca beni gerçekten şaşırttı!,0
6922,fragrance,noun,koku,Kaggle -10000, , ,B2,The shampoo has a light fragrance of herb and plant extracts.,Şampuanın içeriğinde bitki ve ot özlerinin hafif kokusu bulunmaktadır.,0
6923,freak,noun,çatlak,Kaggle -10000, , ,B2,I was born with black hair all over my back; like some sort of freak.,Sırtımda siyah saçlarla doğmuşum; sanki bir ucube gibi.,0
6924,frigate,noun,firkateyn,Kaggle -10000,,,B2,A frigate is a type of warship,Fırkateyn bir tür savaş gemisidir,0
6925,frontier,noun,sınır,Kaggle -10000, , ,B2,Some of the frontier between Germany and Poland follows the course of the river Oder.,Almanya ile Polonya arasındaki sınırın bir kısmı Oder Nehri'nin yatağını takip eder.,0
6926,functionality,noun,işlevsellik,Kaggle -10000,,,B2,The new software has improved functionality,Yeni yazılım işlevselliği iyileştirdi,0
6927,funk,noun,funk,Kaggle -10000, , ,B2,James Brown is the master of funk.,Funk müziğin ustası James Brown'dır.,0
6928,furor,noun,öfke,Kaggle -10000,,,B2,The decision caused a furor,Karar büyük bir infiale yol açtı,0
6929,gaiety,noun,neşe,Kaggle -10000, , ,B2,I felt there was an air of forced gaiety about her manner.,Davranışlarında zorlama bir neşe olduğunu hissettim.,0
6930,gangster,noun,gangster,Kaggle -10000, , ,B2,The gangster was arrested for his crimes.,Gangster suçlarından dolayı tutuklandı.,0
6931,gardener,noun,bahçıvan,Kaggle -10000, , ,B2,I'm not much of a gardener (= not very good at taking care of my garden).,Ben pek iyi bir bahçıvan değilim (= bahçemle ilgilenmede pek iyi değilim).,0
6932,gateway,noun,geçit,Kaggle -10000, , ,B2,Manchester is known as the gateway to the north.,Manchester kuzeye açılan kapı olarak bilinir.,0
6933,generalization,noun,genelleme,Kaggle -10000, , ,B2,The report is full of errors and sweeping generalizations.,Rapor hatalarla ve genellemelerle dolu.,0
6934,generosity,noun,cömertlik,Kaggle -10000, , ,B2,Her friends take advantage of (= benefit unfairly from) her generosity.,Arkadaşları onun cömertliğinden haksız yere yararlanıyorlar.,0
6935,germ,noun,mikrop,Kaggle -10000, , ,B2,Wash your hands so you don't get germs on the food.,Yiyeceklere mikrop bulaşmaması için ellerinizi yıkayın.,0
6936,getaway,noun,kurtulmak,Kaggle -10000, , ,B2,The two masked men made their getaway in a stolen van.,Maskeli iki adam; çalıntı bir minibüsle kaçtı.,0
6937,ghetto,noun,getto,Kaggle -10000, , ,B2,As a child she lived in one of New York's poorest ghettos.,Çocukluğu New York'un en fakir gettolarından birinde geçti.,0
6938,giveaway,noun,vermek,Kaggle -10000,,,B2,The company is having a giveaway of free samples,Şirket ücretsiz numune dağıtımı düzenliyor,0
6939,glacis,noun,şev,Kaggle -10000,,,B2,The army built a glacis to defend the fort,Ordu kaleyi savunmak için bir şev inşa etti,0
6940,glare,noun,parlama,Kaggle -10000, , ,B2,She gave me a fierce glare.,Bana sert bir bakış attı.,0
6941,glee,noun,sevinç,Kaggle -10000,,,B2,She was full of glee when she won the prize,Ödülü kazandığında çok sevinçliydi,0
6942,global warming,noun,küresel ısınma,Kaggle -10000,,,B2,Global warming is a serious threat to our planet,Küresel ısınma gezegenimiz için ciddi bir tehdittir,0
6943,goat,noun,keçi,Kaggle -10000, , ,B2,Mohammad Ali boxed his way into our hearts and will forever be known as GOAT; Greatest Of All Time.,Muhammed Ali; boksuyla kalbimize girdi ve sonsuza dek GOAT; Tüm Zamanların En İyisi olarak anılacak.,0
6944,goodwill,noun,iyi niyet,Kaggle -10000,,,B2,The company has a lot of goodwill in the community,Şirketin toplumda çok fazla itibarı var,0
6945,gook,noun,iyi,Kaggle -10000,,,B2,The gook on the floor was hard to clean,Yerdeki pisliği temizlemek zordu,0
6946,gorge,noun,geçit,Kaggle -10000, , ,B2,If you gorge yourself on snacks like that; you won't eat your dinner.,Eğer bu tür atıştırmalıklarla karnınızı doyurursanız; akşam yemeğinizi yiyemezsiniz.,0
6947,gracefulness,noun,zarafet,Kaggle -10000,,,B2,Her gracefulness on the dance floor was amazing,Dans pistindeki zarafeti muhteşemdi,0
6948,gravestone,noun,mezar taşı,Kaggle -10000,,,B2,I saw my grandfather's gravestone in the cemetery,Mezarlıkta büyükbabamın mezar taşını gördüm,0
6949,gravitation,noun,yerçekimi,Kaggle -10000, , ,B2,Particles are attracted to each other by gravitation.,Parçacıklar kütle çekimiyle birbirlerine çekilirler.,0
6950,greatness,noun,büyüklük,Kaggle -10000, , ,B2,Her greatness as a writer is unquestioned.,Bir yazar olarak büyüklüğü tartışılmaz.,0
6951,grown-up,noun,yetişkin,Kaggle -10000,,,B2,I am a grown-up now,Artık büyüdüm,0
6952,gum,noun,sakız,Kaggle -10000, , ,B2,The labels were already gummed to the envelopes.,Etiketler zaten zarflara yapıştırılmıştı.,0
6953,gunshot,noun,silah sesi,Kaggle -10000,,,B2,I heard a gunshot,Bir silah sesi duydum,0
6954,guts,noun,cesaret,Kaggle -10000, , ,B2,He got a knife in the guts.,Karnına bıçak saplandı.,0
6955,habitant,noun,sakin,Kaggle -10000,,,B2,The habitants of the island are very friendly,Adanın sakinleri çok cana yakın,0
6956,handicap,noun,handikap,Kaggle -10000, , ,B2,I found that not having a car was quite a handicap while on holiday.,Tatildeyken arabamın olmamasının büyük bir dezavantaj olduğunu fark ettim.,0
6957,handicraft,noun,el sanatları,Kaggle -10000, , ,B2,The huge market; which runs from December 1-30; is noted for superb local food specialities and handicrafts.,1-30 Aralık tarihleri ​​arasında kurulan devasa pazar; yöresel lezzetler ve el sanatlarıyla dikkat çekiyor.,0
6958,handout,noun,el ilanı,Kaggle -10000,,,B2,The teacher gave us a handout,Öğretmen bize bir broşür verdi,0
6959,handrail,noun,korkuluk,Kaggle -10000,,,B2,Hold on to the handrail,Korkuluğa tutunun,0
6960,hard drive,noun,sabit disk,Kaggle -10000,,,B2,My computer's hard drive is full,Bilgisayarımın sabit diski dolu,0
6961,harrow,noun,Harrow,Kaggle -10000, , ,B2,The ploughman harrows and sows; and then waits for the harvest.,Çiftçi tarlayı sürer; eker; sonra da hasadı bekler.,0
6962,haste,noun,acele,Kaggle -10000, , ,B2,Unfortunately the report was prepared in haste and contained several inaccuracies.,Ne yazık ki rapor aceleyle hazırlanmıştı ve birçok yanlışlık içeriyordu.,0
6963,hatching,noun,yumurtadan çıkma,Kaggle -10000,,,B2,The hatching of the eggs is expected tomorrow,Yumurtaların yarın çatlaması bekleniyor,0
6964,hay,noun,saman,Kaggle -10000, , ,B2,The horses ate hay in the stable.,Atlar ahırda saman yiyorlardı.,0
6965,health care,noun,sağlık hizmeti,Kaggle -10000,,,B2,Health care is a basic human right,Sağlık hizmeti temel bir insan hakkıdır,0
6966,heap,noun,yığın,Kaggle -10000, , ,B2,He heaped more food onto his plate.,Tabağına daha fazla yemek yığdı.,0
6967,hedge,noun,çit,Kaggle -10000, , ,B2,She'd made some overseas investments as a hedge against rising inflation in this country.,Ülkedeki artan enflasyona karşı bir korunma aracı olarak yurt dışında bazı yatırımlar yapmıştı.,0
6968,helper,noun,yardımcı,Kaggle -10000, , ,B2,The teachers make great use of volunteer helpers.,Öğretmenler gönüllü yardımcılardan büyük ölçüde yararlanıyor.,0
6969,hemp,noun,kenevir,Kaggle -10000,,,B2,Hemp is used to make rope and cloth,Kenevir ip ve kumaş yapımında kullanılır,0
6970,hesitation,noun,tereddüt,Kaggle -10000, , ,B2,After a slight hesitation; she began to speak.,Kısa bir tereddütten sonra konuşmaya başladı.,0
6971,holder,noun,tutucu,Kaggle -10000, , ,B2,Holders of shares in the company receive various benefits.,Şirket hissesi sahipleri çeşitli menfaatlerden yararlanırlar.,0
6972,holocaust,noun,soykırım,Kaggle -10000,,,B2,The holocaust was a terrible event in history,Holokost tarihte korkunç bir olaydı,0
6973,hood,noun,kapüşon,Kaggle -10000, , ,B2,The coat has a detachable hood.,Montun kapüşonu çıkarılabilir.,0
6974,hospice,noun,hospice,Kaggle -10000,,,B2,She is a volunteer at a hospice,O bir hospiste gönüllü olarak çalışıyor,0
6975,hospitality,noun,misafirperverlik,Kaggle -10000, , ,B2,The local people showed me great hospitality.,Yerel halk bana büyük misafirperverlik gösterdi.,0
6976,housekeeper,noun,hizmetçi,Kaggle -10000, , ,B2,The different jobs as waiter; housekeeper; nurse; and more can last for three months; six months; or longer.,Garsonluk; temizlikçilik; hemşirelik gibi farklı işler üç ay; altı ay veya daha uzun sürebilir.,0
6977,housemaster,noun,ev ustası,Kaggle -10000,,,B2,The housemaster is in charge of the boarding house,Pansiyon müdürü pansiyonun sorumlusudur,0
6978,housewife,noun,ev hanımı,Kaggle -10000, , ,B2,She's not the type of person to stay at home and be a housewife.,O evde oturup ev hanımı olacak tiplerden değil.,0
6979,human rights,noun,insan hakları,Kaggle -10000,,,B2,We must protect human rights,İnsan haklarını korumalıyız,0
6980,humanist,noun,hümanist,Kaggle -10000,,,B2,He is a humanist and believes in the value of human beings,O bir hümanisttir ve insanların değerine inanır,0
6981,humbug,noun,riyakârlık,Kaggle -10000,,,B2,His story is a lot of humbug,Onun hikayesi çok saçma,0
6982,humiliation,noun,aşağılama,Kaggle -10000, , ,B2,After the humiliation of last week's defeat; the Mets were back on on form.,Geçtiğimiz haftaki yenilginin ardından Mets tekrar formdaydı.,0
6983,hush,noun,sus,Kaggle -10000, , ,B2,There was a deathly hush after she made the announcement.,Açıklamayı yaptıktan sonra ölüm sessizliği yaşandı.,0
6984,hybrid,noun,melez,Kaggle -10000, , ,B2,The garden strawberry is a large-fruited hybrid.,Bahçe çileği iri meyveli bir melezdir.,0
6985,hygiene,noun,hijyen,Kaggle -10000, , ,B2,Poor standards of hygiene mean that the disease spreads fast.,Hijyen standartlarının düşük olması hastalığın hızla yayılmasına neden oluyor.,0
6986,hyperbole,noun,abartma,Kaggle -10000,,,B2,It is a bit of a hyperbole to say that he is the best player in the world,Onun dünyanın en iyi oyuncusu olduğunu söylemek biraz abartı olur,0
6987,hyphen,noun,tire,Kaggle -10000, , ,B2,"There are hyphens in ""well-to-do"".","""Varlıklı"" kelimesinde tireler var.",0
6988,iceman,noun,buz adam,Kaggle -10000,,,B2,The iceman delivered ice to our house,Buzcu evimize buz getirdi,0
6989,imitation,noun,taklit,Kaggle -10000,,,B2,This is a cheap imitation of the real thing,Bu; gerçek şeyin ucuz bir taklididir,0
6990,immortality,noun,ölümsüzlük,Kaggle -10000, , ,B2,Many Americans believe in some kind of immortality of the soul.,Pek çok Amerikalı ruhun bir tür ölümsüzlüğüne inanıyor.,0
6991,impossibility,noun,imkansızlık,Kaggle -10000, , ,B2,What you're asking just can't be done - it's an impossibility.,İstediğin şey kesinlikle yapılamaz; imkansızdır.,0
6992,impressionism,noun,izlenimcilik,Kaggle -10000,,,B2,Monet was a famous impressionism painter,Monet ünlü bir empresyonizm ressamıydı,0
6993,impressionist,noun,izlenimci,Kaggle -10000,,,B2,He is a talented impressionist,O yetenekli bir empresyonisttir,0
6994,impulse,noun,dürtü,Kaggle -10000, , ,B2,"I had this sudden impulse to shout out ""Nonsense!"" in the middle of her speech.","Konuşmasının ortasında aniden ""Saçmalık!"" diye bağırma isteği duydum.",0
6995,incense,noun,tütsü,Kaggle -10000,,,B2,She lit some incense in her room,Odasında biraz tütsü yaktı,0
6996,indignity,noun,onur kırıcı,Kaggle -10000,,,B2,He suffered the indignity of being searched,Aranmanın aşağılayıcı etkisine maruz kaldı,0
6997,inference,noun,çıkarım,Kaggle -10000,,,B2,I made an inference from the evidence,Kanıtlardan bir çıkarım yaptım,0
6998,inflammation,noun,iltihaplanma,Kaggle -10000,,,B2,I have an inflammation in my knee,Dizimde bir iltihap var,0
6999,influenza,noun,grip,Kaggle -10000, , ,B2,She caught influenza.,Grip oldu.,0
7000,infringement,noun,ihlal,Kaggle -10000, , ,B2,Even minor infringements of the law will be severely punished.,Yasanın en ufak ihlali bile en ağır şekilde cezalandırılacak.,0
7001,interpreter,noun,tercüman,Kaggle -10000,,,B2,I need an interpreter to translate for me,Benim için tercüme yapacak bir tercümana ihtiyacım var,0
7002,interruption,noun,kesinti,Kaggle -10000, , ,B2,I worked all morning without interruption.,Sabahın erken saatlerine kadar aralıksız çalıştım.,0
7003,intersection,noun,kavşak,Kaggle -10000, , ,B2,The intersection of the lines on the graph marks the point where we start to make a profit.,Grafikteki çizgilerin kesiştiği nokta kar elde etmeye başladığımız noktayı işaret eder.,0
7004,intruder,noun,davetsiz misafir,Kaggle -10000, , ,B2,I feel like an intruder when I visit their home.,Evlerine gittiğimde kendimi bir davetsiz misafir gibi hissediyorum.,0
7005,intrusion,noun,izinsiz giriş,Kaggle -10000,,,B2,I am sorry for the intrusion,Rahatsız ettiğim için özür dilerim,0
7006,inventor,noun,mucit,Kaggle -10000,,,B2,Thomas Edison was a great inventor,Thomas Edison büyük bir mucitti,0
7007,inverted commas,noun,tırnak işaretleri,Kaggle -10000,,,B2,You should put the title in inverted commas,Başlığı tırnak işareti içine almalısınız,0
7008,irritation,noun,tahriş,Kaggle -10000,,,B2,His constant complaining is a source of irritation,Sürekli şikayet etmesi bir rahatsızlık kaynağıdır,0
7009,islander,noun,adalı,Kaggle -10000,,,B2,The islanders are very friendly,Adalılar çok arkadaş canlısı,0
7010,jaw,noun,çene,Kaggle -10000, , ,B2,He punched me in the jaw.,Çeneme yumruk attı.,0
7011,jeweler,noun,kuyumcu,Kaggle -10000,,,B2,I bought a new watch at the jeweler's,Kuyumcudan yeni bir saat aldım,0
7012,judo,noun,judo,Kaggle -10000,,,B2,I do judo twice a week,Haftada iki kez judo yapıyorum,0
7013,junk food,noun,abur cubur,Kaggle -10000,,,B2,I try to avoid eating junk food,Çöp yiyecek yemekten kaçınmaya çalışıyorum,0
7014,juror,noun,jüri üyesi,Kaggle -10000,,,B2,The juror listened carefully to the evidence,Jüri üyesi delilleri dikkatlice dinledi,0
7015,kangaroo,noun,kanguru,Kaggle -10000, , ,B2,Australians call a baby kangaroo a joey.,Avustralyalılar kanguru yavrusuna joey derler.,0
7016,karaoke,noun,karaoke,Kaggle -10000,,,B2,I love singing karaoke,Karaoke söylemeyi seviyorum,0
7017,keeper,noun,kaleci,Kaggle -10000, , ,B2,For a time he worked as an elephant keeper at Edinburgh Zoo.,Bir süre Edinburgh Hayvanat Bahçesi'nde fil bakıcısı olarak çalıştı.,0
7018,kerosene,noun,gazyağı,Kaggle -10000,,,B2,The lamp is filled with kerosene,Lamba gazyağıyla dolu,0
7019,keystroke,noun,tuş vuruşu,Kaggle -10000,,,B2,I can type over 100 keystrokes per minute,Dakikada 100'den fazla tuş vuruşu yazabiliyorum,0
7020,knot,noun,düğüm,Kaggle -10000, , ,B2,Tie a knot in the rope to hold it in place.,İpi yerinde tutmak için bir düğüm atın.,0
7021,laborer,noun,işçi,Kaggle -10000,,,B2,He is a farm laborer,O bir çiftlik işçisi,0
7022,lance,noun,mızrak,Kaggle -10000, , ,B2,She had a boil lanced at the doctor's this morning.,Bu sabah doktorda çıbanını deldirdi.,0
7023,landlady,noun,ev sahibi,Kaggle -10000, , ,B2,The landlady collected the rent every month.,Ev sahibi her ay kirayı topluyordu.,0
7024,landslide,noun,heyelan,Kaggle -10000,,,B2,He won the election by a landslide,Seçimi ezici bir çoğunlukla kazandı,0
7025,lark,noun,tarla kuşu,Kaggle -10000, , ,B2,The kids hid their teacher's bike for a lark.,Çocuklar öğretmenlerinin bisikletini eğlence olsun diye sakladılar.,0
7026,last minute,noun,son dakika,Kaggle -10000,,,B2,I bought the tickets at the last minute,Biletleri son dakikada aldım,0
7027,laundry,noun,çamaşır,Kaggle -10000, , ,B2,I've got to do (= wash) my laundry.,Çamaşırlarımı yıkamam lazım.,0
7028,lava,noun,lav,Kaggle -10000,,,B2,The volcano erupted and lava flowed down the mountain,Volkan patladı ve lav dağdan aşağı aktı,0
7029,lawmaker,noun,kanun koyucu,Kaggle -10000,,,B2,The lawmakers are debating a new bill,Milletvekilleri yeni bir yasa tasarısını tartışıyor,0
7030,layabout,noun,aylak,Kaggle -10000,,,B2,He is a lazy layabout,O tembel bir aylaktır,0
7031,leash,noun,tasma,Kaggle -10000, , ,B2,Please keep your dog on a leash when on the beach.,Lütfen plajdayken köpeğinizi tasmalı tutun.,0
7032,lecturer,noun,öğretim görevlisi,Kaggle -10000,,,B2,She is a lecturer at the university,O üniversitede öğretim görevlisidir,0
7033,leek,noun,pırasa,Kaggle -10000,,,B2,I put some leek in the soup,Çorbaya biraz pırasa koydum,0
7034,legislator,noun,yasa koyucu,Kaggle -10000,,,B2,He is a state legislator,O bir eyalet milletvekilidir,0
7035,leopard,noun,leopar,Kaggle -10000, , ,B2,The leopard seizes its kill and begins to eat.,Leopar avını kapıp yemeye başlar.,0
7036,lid,noun,kapak,Kaggle -10000, , ,B2,Put a lid on the saucepan.,Tencerenin kapağını kapatın.,0
7037,linen,noun,keten,Kaggle -10000, , ,B2,You have to bring your own towels; but all bed linen is supplied.,Kendi havlularınızı getirmeniz gerekiyor; ancak tüm yatak çarşafları temin edilmektedir.,0
7038,liner,noun,astar,Kaggle -10000,,,B2,The cruise liner sailed across the ocean,Yolcu gemisi okyanusu aştı,0
7039,ling,noun,dil,Kaggle -10000,,,B2,I had ling for dinner,Akşam yemeğinde ling yedim,0
7040,loneliness,noun,yalnızlık,Kaggle -10000, , ,B2,She felt a deep sense of loneliness after he left.,O gittikten sonra derin bir yalnızlık hissetti.,0
7041,lowland,noun,ova,Kaggle -10000,,,B2,The lowland areas are prone to flooding,Ovalık alanlar su baskınlarına eğilimlidir,0
7042,lyrics,noun,şarkı sözleri,Kaggle -10000, , ,B2,Paul Simon wrote the lyrics for most of his songs.,Şarkılarının çoğunun sözlerini Paul Simon yazdı.,0
7043,madam,noun,hanımefendi,Kaggle -10000, , ,B2,May I carry your suitcases for you; Madam?,Bavullarınızı taşıyabilir miyim hanımefendi?,0
7044,madame,noun,hanımefendi,Kaggle -10000,,,B2,Good morning madame,Günaydın hanımefendi,0
7045,madness,noun,delilik,Kaggle -10000, , ,B2,To begin a war would be sheer madness.,Savaş başlatmak tam bir çılgınlık olur.,0
7046,maestro,noun,usta,Kaggle -10000, , ,B2,The maestro conducted the orchestra with passion.,Orkestrayı büyük bir tutkuyla yönetti.,0
7047,malady,noun,hastalık,Kaggle -10000,,,B2,She is suffering from a mysterious malady,Gizemli bir hastalıktan muzdarip,0
7048,malaria,noun,sıtma,Kaggle -10000,,,B2,Malaria is a serious disease,Sıtma ciddi bir hastalıktır,0
7049,mama,noun,anne,Kaggle -10000,,,B2,My mama is the best cook,Annem en iyi aşçıdır,0
7050,mango,noun,Mango,Kaggle -10000,,,B2,I love mangoes,Mangoları severim,0
7051,mansion,noun,konak,Kaggle -10000, , ,B2,The street is lined with enormous mansions where the rich and famous live.,Cadde; zengin ve ünlülerin yaşadığı devasa konaklarla dolu.,0
7052,manufacturer,noun,üretici,Kaggle -10000, , ,B2,Germany is a major manufacturer of motor cars.,Almanya; motorlu taşıtların önemli bir üreticisidir.,0
7053,martial art,noun,dövüş sanatı,Kaggle -10000,,,B2,I am learning a martial art,Bir dövüş sanatı öğreniyorum,0
7054,masseur,noun,masör,Kaggle -10000,,,B2,I had a massage from a masseur,Bir masörden masaj aldım,0
7055,masterpiece,noun,başyapıt,Kaggle -10000, , ,B2,"Leonardo's ""Last Supper"" is widely regarded as a masterpiece.","Leonardo'nun ""Son Akşam Yemeği"" tablosu yaygın olarak bir başyapıt olarak kabul edilir.",0
7056,mastery,noun,ustalık,Kaggle -10000,,,B2,He has a mastery of the subject,Konuya hakimiyeti var,0
7057,mausoleum,noun,türbe,Kaggle -10000, , ,B2,Now buildings for dead people are called mausoleums.,Artık ölülerin gömüldüğü yapılara mozole deniyor.,0
7058,merchandise,noun,mal,Kaggle -10000, , ,B2,Shoppers complained about poor quality merchandise and high prices.,Alışveriş yapanlar; ürünlerin kalitesizliğinden ve fiyatların yüksek olmasından şikayetçi.,0
7059,messenger,noun,haberci,Kaggle -10000, , ,B2,The documents were delivered by special messenger.,Belgeler özel kurye ile ulaştırıldı.,0
7060,microbe,noun,mikrop,Kaggle -10000,,,B2,A microbe is a very small living thing,Mikrop çok küçük bir canlı varlıktır,0
7061,microcomputer,noun,mikrobilgisayar,Kaggle -10000,,,B2,I have a microcomputer at home,Evde bir mikro bilgisayarım var,0
7062,micrometer,noun,mikrometre,Kaggle -10000,,,B2,A micrometer is a unit of measurement,Mikrometre bir ölçüm birimidir,0
7063,microorganism,noun,mikroorganizma,Kaggle -10000,,,B2,A microorganism is a living thing that is too small to be seen without a microscope,Mikroorganizma; mikroskop olmadan görülemeyecek kadar küçük bir canlı varlıktır,0
7064,microphone,noun,mikrofon,Kaggle -10000, , ,B2,The interviewer asked her to speak into/use the microphone.,Röportajı yapan kişi kendisinden mikrofona konuşmasını/mikrofonu kullanmasını istedi.,0
7065,microscope,noun,mikroskop,Kaggle -10000, , ,B2,They looked at the blood samples under the microscope.,Kan örneklerini mikroskop altında incelediler.,0
7066,microscopy,noun,mikroskopi,Kaggle -10000,,,B2,He is an expert in microscopy,O mikroskopi konusunda uzmandır,0
7067,microwave,noun,mikrodalga,Kaggle -10000, , ,B2,Put the fish in the microwave and it'll only take five minutes.,Balığı mikrodalgaya koyun; sadece beş dakika sürecektir.,0
7068,millimeter,noun,milimetre,Kaggle -10000,,,B2,The insect is only a few millimeters long,Böcek sadece birkaç milimetre uzunluğundadır,0
7069,millionaire,noun,milyoner,Kaggle -10000, , ,B2,You want me to buy you a new car - do you think I'm a millionaire or something?,Benden sana yeni bir araba almamı mı istiyorsun? Beni milyoner falan mı sanıyorsun?,0
7070,mine,noun,bana ait,Kaggle -10000, , ,B2,Your son is the same age as mine.,Oğlunuz benimkiyle aynı yaşta.,0
